"simulation","pos","team","coach","cumul_win","points","pcnt"
1601,7,"Surviving J.Kelly","Mark",8,32,95.94
1601,8,"The West Wingard","Simon",6,24,92.65
1602,1,"La MacRaena","Anthony",15,60,106.16
1602,2,"At Witts End","Paul",13,52,101.87
1602,3,"Pink Lloyd","Jordan",11,44,99.37
1602,4,"MakingTheirMarcus","James",10,40,101.79
1602,5,"Ariana Grundy","Lester",10,40,99.17
1602,6,"The Big Short","Luke",9,36,103
1602,7,"The West Wingard","Simon",9,36,94.27
1602,8,"Surviving J.Kelly","Mark",7,28,94.84
1603,1,"La MacRaena","Anthony",13,52,105.02
1603,2,"At Witts End","Paul",13,52,102.01
1603,3,"MakingTheirMarcus","James",12,48,102.68
1603,4,"Pink Lloyd","Jordan",11,44,99.34
1603,5,"Ariana Grundy","Lester",10,40,99.43
1603,6,"The Big Short","Luke",9,36,101.93
1603,7,"The West Wingard","Simon",9,36,94.55
1603,8,"Surviving J.Kelly","Mark",7,28,95.39
1604,1,"La MacRaena","Anthony",15,60,105.82
1604,2,"At Witts End","Paul",14,56,102.64
1604,3,"MakingTheirMarcus","James",11,44,102.04
1604,4,"The Big Short","Luke",10,40,103.63
1604,5,"Ariana Grundy","Lester",10,40,99.29
1604,6,"Pink Lloyd","Jordan",9,36,98.24
1604,7,"Surviving J.Kelly","Mark",8,32,95.7
1604,8,"The West Wingard","Simon",7,28,93.14
1605,1,"La MacRaena","Anthony",14,56,105.21
1605,2,"At Witts End","Paul",13,52,100.85
1605,3,"MakingTheirMarcus","James",12,48,102.47
1605,4,"Ariana Grundy","Lester",11,44,100.28
1605,5,"Pink Lloyd","Jordan",10,40,99.05
1605,6,"The Big Short","Luke",9,36,102.32
1605,7,"Surviving J.Kelly","Mark",8,32,95.99
1605,8,"The West Wingard","Simon",7,28,94.14
1606,1,"La MacRaena","Anthony",16,64,106.82
1606,2,"At Witts End","Paul",15,60,103.97
1606,3,"MakingTheirMarcus","James",11,44,101.24
1606,4,"The Big Short","Luke",9,36,102.5
1606,5,"Ariana Grundy","Lester",9,36,98.6
1606,6,"Pink Lloyd","Jordan",9,36,98.29
1606,7,"Surviving J.Kelly","Mark",8,32,95.94
1606,8,"The West Wingard","Simon",7,28,93.18
1607,1,"La MacRaena","Anthony",14,56,105.16
1607,2,"At Witts End","Paul",13,54,102.34
1607,3,"MakingTheirMarcus","James",13,52,103.08
1607,4,"Ariana Grundy","Lester",11,44,99.79
1607,5,"The Big Short","Luke",10,40,103.93
1607,6,"Pink Lloyd","Jordan",10,40,98.84
1607,7,"The West Wingard","Simon",6,26,93.07
1607,8,"Surviving J.Kelly","Mark",6,24,94.29
1608,1,"At Witts End","Paul",15,60,102.84
1608,2,"La MacRaena","Anthony",14,56,105.23
1608,3,"Pink Lloyd","Jordan",11,44,99.34
1608,4,"The Big Short","Luke",10,40,103.65
1608,5,"MakingTheirMarcus","James",10,40,101.51
1608,6,"Ariana Grundy","Lester",9,36,98.95
1608,7,"Surviving J.Kelly","Mark",8,32,95.66
1608,8,"The West Wingard","Simon",7,28,93.27
1609,1,"La MacRaena","Anthony",14,56,105.63
1609,2,"At Witts End","Paul",14,56,102.2
1609,3,"MakingTheirMarcus","James",11,44,101.51
1609,4,"The Big Short","Luke",10,40,103.11
1609,5,"Ariana Grundy","Lester",10,40,99.59
1609,6,"Pink Lloyd","Jordan",10,40,99.11
1609,7,"The West Wingard","Simon",8,32,94.35
1609,8,"Surviving J.Kelly","Mark",7,28,94.88
1610,1,"La MacRaena","Anthony",15,60,106.56
1610,2,"MakingTheirMarcus","James",13,52,102.95
1610,3,"At Witts End","Paul",12,48,101.35
1610,4,"Ariana Grundy","Lester",10,40,99.87
1610,5,"The Big Short","Luke",9,36,102.62
1610,6,"Pink Lloyd","Jordan",9,36,98.04
1610,7,"Surviving J.Kelly","Mark",8,32,95.56
1610,8,"The West Wingard","Simon",8,32,93.48
1611,1,"La MacRaena","Anthony",14,56,105.35
1611,2,"At Witts End","Paul",14,56,103.15
1611,3,"MakingTheirMarcus","James",11,44,102.02
1611,4,"Pink Lloyd","Jordan",10,40,98.88
1611,5,"The Big Short","Luke",9,36,102.47
1611,6,"Ariana Grundy","Lester",9,36,98.74
1611,7,"Surviving J.Kelly","Mark",9,36,96.19
1611,8,"The West Wingard","Simon",8,32,93.55
1612,1,"La MacRaena","Anthony",15,60,106.28
1612,2,"At Witts End","Paul",13,52,102.13
1612,3,"MakingTheirMarcus","James",12,48,102.89
1612,4,"The Big Short","Luke",10,40,102.68
1612,5,"Pink Lloyd","Jordan",10,40,99.13
1612,6,"Ariana Grundy","Lester",9,36,98.54
1612,7,"Surviving J.Kelly","Mark",8,32,95.76
1612,8,"The West Wingard","Simon",7,28,93.04
1613,1,"La MacRaena","Anthony",15,60,106.39
1613,2,"At Witts End","Paul",13,52,102.04
1613,3,"MakingTheirMarcus","James",11,44,101.9
1613,4,"Ariana Grundy","Lester",11,44,100.1
1613,5,"Pink Lloyd","Jordan",10,40,98.58
1613,6,"The Big Short","Luke",8,32,101.34
1613,7,"Surviving J.Kelly","Mark",8,32,96.66
1613,8,"The West Wingard","Simon",8,32,93.34
1614,1,"La MacRaena","Anthony",15,60,106.11
1614,2,"At Witts End","Paul",14,56,102.75
1614,3,"MakingTheirMarcus","James",11,44,101.93
1614,4,"The Big Short","Luke",9,36,102.1
1614,5,"Ariana Grundy","Lester",9,36,98.91
1614,6,"Pink Lloyd","Jordan",9,36,98.33
1614,7,"Surviving J.Kelly","Mark",9,36,96.36
1614,8,"The West Wingard","Simon",8,32,93.91
1615,1,"La MacRaena","Anthony",15,60,107.11
1615,2,"At Witts End","Paul",15,60,102.82
1615,3,"MakingTheirMarcus","James",11,44,102.05
1615,4,"Pink Lloyd","Jordan",11,44,99.67
1615,5,"Ariana Grundy","Lester",10,40,99.62
1615,6,"The Big Short","Luke",8,32,100.91
1615,7,"Surviving J.Kelly","Mark",7,28,95.24
1615,8,"The West Wingard","Simon",7,28,93.13
1616,1,"La MacRaena","Anthony",14,56,105.46
1616,2,"At Witts End","Paul",14,56,102.83
1616,3,"MakingTheirMarcus","James",11,44,102.15
1616,4,"Ariana Grundy","Lester",11,44,99.61
1616,5,"The Big Short","Luke",9,36,102.6
1616,6,"Pink Lloyd","Jordan",9,36,98.16
1616,7,"Surviving J.Kelly","Mark",8,32,95.93
1616,8,"The West Wingard","Simon",8,32,93.62
1617,1,"La MacRaena","Anthony",14,56,104.79
1617,2,"At Witts End","Paul",14,56,102.69
1617,3,"MakingTheirMarcus","James",12,48,102.71
1617,4,"Ariana Grundy","Lester",11,44,99.63
1617,5,"The Big Short","Luke",10,40,103.35
1617,6,"Pink Lloyd","Jordan",9,36,98.58
1617,7,"Surviving J.Kelly","Mark",7,28,95.35
1617,8,"The West Wingard","Simon",7,28,93.32
1618,1,"La MacRaena","Anthony",15,60,106.37
1618,2,"At Witts End","Paul",14,56,102.52
1618,3,"MakingTheirMarcus","James",13,52,102.6
1618,4,"The Big Short","Luke",9,36,102.52
1618,5,"Ariana Grundy","Lester",9,36,98.65
1618,6,"Pink Lloyd","Jordan",9,36,98.38
1618,7,"Surviving J.Kelly","Mark",8,32,96.18
1618,8,"The West Wingard","Simon",7,28,93.25
1619,1,"La MacRaena","Anthony",15,60,105.57
1619,2,"At Witts End","Paul",15,60,102.7
1619,3,"MakingTheirMarcus","James",10,40,101.46
1619,4,"Ariana Grundy","Lester",10,40,99.77
1619,5,"Pink Lloyd","Jordan",10,40,99.35
1619,6,"The Big Short","Luke",9,36,102.76
1619,7,"The West Wingard","Simon",8,32,93.78
1619,8,"Surviving J.Kelly","Mark",7,28,95
1620,1,"La MacRaena","Anthony",15,60,105.86
1620,2,"MakingTheirMarcus","James",12,48,102.82
1620,3,"At Witts End","Paul",12,48,100.44
1620,4,"The Big Short","Luke",10,40,103.85
1620,5,"Ariana Grundy","Lester",10,40,99.47
1620,6,"Pink Lloyd","Jordan",9,36,98.53
1620,7,"Surviving J.Kelly","Mark",8,32,95.47
1620,8,"The West Wingard","Simon",8,32,94.04
1621,1,"La MacRaena","Anthony",14,56,105.52
1621,2,"MakingTheirMarcus","James",13,52,102.46
1621,3,"At Witts End","Paul",13,52,101.96
1621,4,"The Big Short","Luke",10,40,103.28
1621,5,"Ariana Grundy","Lester",10,40,99.57
1621,6,"Pink Lloyd","Jordan",10,40,98.62
1621,7,"Surviving J.Kelly","Mark",8,32,95.9
1621,8,"The West Wingard","Simon",6,24,93.05
1622,1,"La MacRaena","Anthony",15,62,106.28
1622,2,"At Witts End","Paul",15,60,103.82
1622,3,"MakingTheirMarcus","James",11,44,101.98
1622,4,"Pink Lloyd","Jordan",10,40,98.43
1622,5,"Ariana Grundy","Lester",9,36,98.41
1622,6,"The Big Short","Luke",8,34,102.14
1622,7,"Surviving J.Kelly","Mark",8,32,96.61
1622,8,"The West Wingard","Simon",7,28,92.74
1623,1,"La MacRaena","Anthony",15,60,106.38
1623,2,"At Witts End","Paul",13,52,101.3
1623,3,"Ariana Grundy","Lester",12,48,101.04
1623,4,"MakingTheirMarcus","James",11,44,101.88
1623,5,"The Big Short","Luke",9,36,102.84
1623,6,"Pink Lloyd","Jordan",8,32,97.85
1623,7,"Surviving J.Kelly","Mark",8,32,95.81
1623,8,"The West Wingard","Simon",8,32,93.24
1624,1,"At Witts End","Paul",15,60,103.21
1624,2,"La MacRaena","Anthony",14,56,105.19
1624,3,"MakingTheirMarcus","James",12,48,102.23
1624,4,"Pink Lloyd","Jordan",11,44,99.42
1624,5,"The Big Short","Luke",9,36,102.59
1624,6,"Ariana Grundy","Lester",9,36,99.26
1624,7,"Surviving J.Kelly","Mark",7,28,95.17
1624,8,"The West Wingard","Simon",7,28,93.36
1625,1,"La MacRaena","Anthony",15,60,105.69
1625,2,"At Witts End","Paul",15,60,103.62
1625,3,"MakingTheirMarcus","James",11,44,101.64
1625,4,"Ariana Grundy","Lester",10,40,98.97
1625,5,"The Big Short","Luke",9,36,102.61
1625,6,"Pink Lloyd","Jordan",9,36,99.03
1625,7,"Surviving J.Kelly","Mark",8,32,96.05
1625,8,"The West Wingard","Simon",7,28,92.77
1626,1,"La MacRaena","Anthony",14,56,105.45
1626,2,"At Witts End","Paul",13,52,101.79
1626,3,"MakingTheirMarcus","James",11,44,101.75
1626,4,"Pink Lloyd","Jordan",11,44,99.11
1626,5,"Ariana Grundy","Lester",10,40,99.22
1626,6,"The Big Short","Luke",9,36,102.28
1626,7,"The West Wingard","Simon",9,36,95.35
1626,8,"Surviving J.Kelly","Mark",7,28,95.35
1627,1,"La MacRaena","Anthony",13,52,104.7
1627,2,"MakingTheirMarcus","James",13,52,102.8
1627,3,"At Witts End","Paul",13,52,102.05
1627,4,"Ariana Grundy","Lester",11,44,99.9
1627,5,"The Big Short","Luke",10,40,103.37
1627,6,"Pink Lloyd","Jordan",10,40,99.01
1627,7,"Surviving J.Kelly","Mark",7,28,95.19
1627,8,"The West Wingard","Simon",7,28,93.37
1628,1,"La MacRaena","Anthony",15,60,106.21
1628,2,"At Witts End","Paul",15,60,103.4
1628,3,"MakingTheirMarcus","James",11,44,102.27
1628,4,"Pink Lloyd","Jordan",11,44,99.28
1628,5,"Ariana Grundy","Lester",10,40,99.58
1628,6,"The Big Short","Luke",8,32,102.07
1628,7,"Surviving J.Kelly","Mark",7,28,94.67
1628,8,"The West Wingard","Simon",7,28,93.08
1629,1,"La MacRaena","Anthony",15,60,105.83
1629,2,"At Witts End","Paul",14,56,102.79
1629,3,"MakingTheirMarcus","James",12,48,102.22
1629,4,"The Big Short","Luke",10,40,103.18
1629,5,"Ariana Grundy","Lester",9,36,98.7
1629,6,"Pink Lloyd","Jordan",9,36,98.7
1629,7,"Surviving J.Kelly","Mark",8,32,95.63
1629,8,"The West Wingard","Simon",7,28,93.37
1630,1,"La MacRaena","Anthony",15,60,105.75
1630,2,"At Witts End","Paul",13,52,102.08
1630,3,"MakingTheirMarcus","James",12,48,102.1
1630,4,"Pink Lloyd","Jordan",11,44,99.84
1630,5,"Ariana Grundy","Lester",10,40,98.89
1630,6,"The Big Short","Luke",9,36,102.5
1630,7,"Surviving J.Kelly","Mark",7,28,95.41
1630,8,"The West Wingard","Simon",7,28,93.88
1631,1,"La MacRaena","Anthony",15,60,105.79
1631,2,"At Witts End","Paul",12,48,101.57
1631,3,"MakingTheirMarcus","James",11,44,101.76
1631,4,"The Big Short","Luke",10,40,102.79
1631,5,"Ariana Grundy","Lester",10,40,99.74
1631,6,"Pink Lloyd","Jordan",10,40,99.14
1631,7,"The West Wingard","Simon",9,36,94.11
1631,8,"Surviving J.Kelly","Mark",7,28,95.49
1632,1,"La MacRaena","Anthony",15,60,106.06
1632,2,"At Witts End","Paul",13,52,101.88
1632,3,"MakingTheirMarcus","James",12,48,102.3
1632,4,"Pink Lloyd","Jordan",10,40,99.51
1632,5,"Ariana Grundy","Lester",10,40,99.23
1632,6,"The West Wingard","Simon",9,36,94.13
1632,7,"The Big Short","Luke",8,32,102.42
1632,8,"Surviving J.Kelly","Mark",7,28,94.87
1633,1,"La MacRaena","Anthony",15,60,106.22
1633,2,"At Witts End","Paul",14,56,103.21
1633,3,"Ariana Grundy","Lester",11,44,99.81
1633,4,"MakingTheirMarcus","James",10,40,100.72
1633,5,"Pink Lloyd","Jordan",10,40,98.58
1633,6,"The Big Short","Luke",9,36,102.49
1633,7,"The West Wingard","Simon",8,32,93.73
1633,8,"Surviving J.Kelly","Mark",7,28,95.58
1634,1,"La MacRaena","Anthony",15,60,105.43
1634,2,"At Witts End","Paul",13,52,102.34
1634,3,"MakingTheirMarcus","James",12,48,102.37
1634,4,"Ariana Grundy","Lester",12,48,100.5
1634,5,"The Big Short","Luke",9,36,103.37
1634,6,"Pink Lloyd","Jordan",9,36,98.09
1634,7,"Surviving J.Kelly","Mark",7,28,95.34
1634,8,"The West Wingard","Simon",7,28,92.99
1635,1,"At Witts End","Paul",15,60,103.77
1635,2,"La MacRaena","Anthony",14,56,105.29
1635,3,"Ariana Grundy","Lester",11,44,100.26
1635,4,"MakingTheirMarcus","James",10,40,101.22
1635,5,"The Big Short","Luke",9,36,102.56
1635,6,"Pink Lloyd","Jordan",9,36,98.75
1635,7,"Surviving J.Kelly","Mark",8,32,95.49
1635,8,"The West Wingard","Simon",8,32,93.05
1636,1,"La MacRaena","Anthony",13,52,104.93
1636,2,"At Witts End","Paul",12,50,101.28
1636,3,"MakingTheirMarcus","James",12,48,102.67
1636,4,"Ariana Grundy","Lester",12,48,100.91
1636,5,"The Big Short","Luke",9,36,102.72
1636,6,"Pink Lloyd","Jordan",9,36,98.75
1636,7,"The West Wingard","Simon",8,34,93.69
1636,8,"Surviving J.Kelly","Mark",8,32,95.41
1637,1,"La MacRaena","Anthony",15,60,105.88
1637,2,"At Witts End","Paul",14,56,102.73
1637,3,"MakingTheirMarcus","James",11,44,101.9
1637,4,"The Big Short","Luke",10,40,103.26
1637,5,"Ariana Grundy","Lester",10,40,99.21
1637,6,"Pink Lloyd","Jordan",9,36,98.32
1637,7,"The West Wingard","Simon",8,32,93.69
1637,8,"Surviving J.Kelly","Mark",7,28,95.41
1638,1,"La MacRaena","Anthony",15,60,105.71
1638,2,"MakingTheirMarcus","James",13,52,103.11
1638,3,"At Witts End","Paul",13,52,102.44
1638,4,"Ariana Grundy","Lester",10,40,99.09
1638,5,"Pink Lloyd","Jordan",10,40,98.8
1638,6,"The Big Short","Luke",9,36,102.44
1638,7,"Surviving J.Kelly","Mark",7,28,95.2
1638,8,"The West Wingard","Simon",7,28,93.63
1639,1,"La MacRaena","Anthony",14,56,105.9
1639,2,"MakingTheirMarcus","James",13,52,104.15
1639,3,"At Witts End","Paul",13,52,101.37
1639,4,"Pink Lloyd","Jordan",10,40,98.41
1639,5,"Ariana Grundy","Lester",9,36,98.8
1639,6,"Surviving J.Kelly","Mark",9,36,96.32
1639,7,"The Big Short","Luke",8,32,101.91
1639,8,"The West Wingard","Simon",8,32,93.51
1640,1,"La MacRaena","Anthony",14,56,105
1640,2,"At Witts End","Paul",14,56,102.15
1640,3,"MakingTheirMarcus","James",12,48,102.87
1640,4,"Ariana Grundy","Lester",10,40,99.92
1640,5,"Pink Lloyd","Jordan",10,40,98.15
1640,6,"The Big Short","Luke",9,36,103.14
1640,7,"Surviving J.Kelly","Mark",8,32,96.34
1640,8,"The West Wingard","Simon",7,28,92.77
1641,1,"La MacRaena","Anthony",14,56,105.44
1641,2,"At Witts End","Paul",14,56,103.46
1641,3,"MakingTheirMarcus","James",11,44,100.98
1641,4,"Ariana Grundy","Lester",11,44,100.04
1641,5,"The Big Short","Luke",9,36,102.1
1641,6,"Pink Lloyd","Jordan",9,36,98.64
1641,7,"The West Wingard","Simon",9,36,94.69
1641,8,"Surviving J.Kelly","Mark",7,28,94.97
1642,1,"La MacRaena","Anthony",14,56,105.76
1642,2,"At Witts End","Paul",14,56,102.7
1642,3,"MakingTheirMarcus","James",12,48,101.87
1642,4,"Ariana Grundy","Lester",10,40,99.53
1642,5,"Pink Lloyd","Jordan",10,40,98.38
1642,6,"The Big Short","Luke",9,36,102.88
1642,7,"Surviving J.Kelly","Mark",8,32,96.14
1642,8,"The West Wingard","Simon",7,28,93.15
1643,1,"La MacRaena","Anthony",15,60,105.52
1643,2,"At Witts End","Paul",14,56,103.08
1643,3,"MakingTheirMarcus","James",12,48,102.04
1643,4,"Ariana Grundy","Lester",10,40,99.44
1643,5,"Pink Lloyd","Jordan",10,40,98.7
1643,6,"The Big Short","Luke",9,36,102.72
1643,7,"Surviving J.Kelly","Mark",7,28,95.83
1643,8,"The West Wingard","Simon",7,28,93.04
1644,1,"La MacRaena","Anthony",14,56,105.49
1644,2,"At Witts End","Paul",14,56,102.1
1644,3,"MakingTheirMarcus","James",12,48,102.56
1644,4,"The Big Short","Luke",10,40,103.53
1644,5,"Ariana Grundy","Lester",10,40,99.67
1644,6,"Pink Lloyd","Jordan",9,36,98.43
1644,7,"Surviving J.Kelly","Mark",8,32,95.49
1644,8,"The West Wingard","Simon",7,28,93.2
1645,1,"La MacRaena","Anthony",15,60,106.46
1645,2,"MakingTheirMarcus","James",13,52,102.68
1645,3,"At Witts End","Paul",13,52,101.92
1645,4,"Ariana Grundy","Lester",10,40,99.93
1645,5,"Pink Lloyd","Jordan",10,40,98.49
1645,6,"The Big Short","Luke",8,32,101.63
1645,7,"Surviving J.Kelly","Mark",8,32,95.74
1645,8,"The West Wingard","Simon",7,28,93.49
1646,1,"La MacRaena","Anthony",15,60,106.04
1646,2,"MakingTheirMarcus","James",13,52,102.65
1646,3,"At Witts End","Paul",12,48,101.21
1646,4,"Ariana Grundy","Lester",12,48,100.75
1646,5,"The Big Short","Luke",9,36,102.46
1646,6,"Pink Lloyd","Jordan",8,32,97.48
1646,7,"Surviving J.Kelly","Mark",8,32,96.03
1646,8,"The West Wingard","Simon",7,28,93.79
1647,1,"La MacRaena","Anthony",16,64,106.8
1647,2,"At Witts End","Paul",14,56,102.72
1647,3,"MakingTheirMarcus","James",11,44,101.66
1647,4,"Ariana Grundy","Lester",11,44,100.66
1647,5,"The Big Short","Luke",10,40,103.55
1647,6,"Pink Lloyd","Jordan",8,32,97.39
1647,7,"Surviving J.Kelly","Mark",7,28,94.45
1647,8,"The West Wingard","Simon",7,28,93.37
1648,1,"La MacRaena","Anthony",15,60,105.95
1648,2,"At Witts End","Paul",14,56,103.31
1648,3,"MakingTheirMarcus","James",11,44,101.31
1648,4,"Pink Lloyd","Jordan",10,40,98.38
1648,5,"The Big Short","Luke",9,36,102.75
1648,6,"Ariana Grundy","Lester",9,36,99.33
1648,7,"Surviving J.Kelly","Mark",8,32,95.37
1648,8,"The West Wingard","Simon",8,32,94.04
1649,1,"La MacRaena","Anthony",16,64,107.18
1649,2,"At Witts End","Paul",14,56,101.83
1649,3,"MakingTheirMarcus","James",12,48,102.67
1649,4,"Ariana Grundy","Lester",10,40,99.83
1649,5,"The Big Short","Luke",9,36,101.97
1649,6,"Pink Lloyd","Jordan",9,36,98.21
1649,7,"Surviving J.Kelly","Mark",8,32,95.44
1649,8,"The West Wingard","Simon",6,24,93.25
1650,1,"La MacRaena","Anthony",15,60,106.2
1650,2,"At Witts End","Paul",15,60,103.51
1650,3,"The Big Short","Luke",11,44,104.02
1650,4,"MakingTheirMarcus","James",11,44,101.24
1650,5,"Ariana Grundy","Lester",10,40,99.96
1650,6,"Pink Lloyd","Jordan",10,40,98.99
1650,7,"Surviving J.Kelly","Mark",6,24,94.07
1650,8,"The West Wingard","Simon",6,24,92.6
1651,1,"La MacRaena","Anthony",13,52,104.77
1651,2,"At Witts End","Paul",13,52,102.4
1651,3,"MakingTheirMarcus","James",12,48,102.34
1651,4,"Ariana Grundy","Lester",12,48,100.86
1651,5,"The Big Short","Luke",10,40,103.35
1651,6,"Pink Lloyd","Jordan",10,40,98.63
1651,7,"The West Wingard","Simon",8,32,93.28
1651,8,"Surviving J.Kelly","Mark",6,24,94.76
1652,1,"At Witts End","Paul",14,56,102.82
1652,2,"La MacRaena","Anthony",13,52,104.19
1652,3,"MakingTheirMarcus","James",12,48,102.12
1652,4,"The Big Short","Luke",11,44,103.26
1652,5,"Ariana Grundy","Lester",11,44,99.85
1652,6,"Pink Lloyd","Jordan",11,44,99.58
1652,7,"Surviving J.Kelly","Mark",6,24,95.46
1652,8,"The West Wingard","Simon",6,24,93.11
1653,1,"La MacRaena","Anthony",14,56,105.06
1653,2,"At Witts End","Paul",13,52,101.82
1653,3,"MakingTheirMarcus","James",11,44,102.42
1653,4,"Ariana Grundy","Lester",11,44,100.15
1653,5,"The Big Short","Luke",9,36,101.94
1653,6,"Pink Lloyd","Jordan",9,36,98.09
1653,7,"Surviving J.Kelly","Mark",9,36,97.03
1653,8,"The West Wingard","Simon",8,32,93.76
1654,1,"La MacRaena","Anthony",14,56,104.9
1654,2,"At Witts End","Paul",13,52,101.19
1654,3,"MakingTheirMarcus","James",12,48,102.82
1654,4,"The Big Short","Luke",10,40,103.76
1654,5,"Ariana Grundy","Lester",10,40,98.45
1654,6,"Pink Lloyd","Jordan",9,36,99.14
1654,7,"Surviving J.Kelly","Mark",8,32,95.79
1654,8,"The West Wingard","Simon",8,32,94.31
1655,1,"At Witts End","Paul",15,60,103.01
1655,2,"La MacRaena","Anthony",14,56,105.26
1655,3,"MakingTheirMarcus","James",12,48,102.28
1655,4,"Pink Lloyd","Jordan",10,40,99.7
1655,5,"Ariana Grundy","Lester",9,36,97.92
1655,6,"Surviving J.Kelly","Mark",9,36,96.67
1655,7,"The Big Short","Luke",8,32,102.2
1655,8,"The West Wingard","Simon",7,28,93.34
1656,1,"La MacRaena","Anthony",15,60,106.82
1656,2,"At Witts End","Paul",15,60,102.38
1656,3,"MakingTheirMarcus","James",10,40,99.86
1656,4,"Pink Lloyd","Jordan",10,40,99.37
1656,5,"Ariana Grundy","Lester",10,40,99.29
1656,6,"The Big Short","Luke",9,36,102.9
1656,7,"The West Wingard","Simon",8,32,94.68
1656,8,"Surviving J.Kelly","Mark",7,28,95.18
1657,1,"At Witts End","Paul",15,60,103
1657,2,"La MacRaena","Anthony",14,56,105.38
1657,3,"MakingTheirMarcus","James",11,44,101.82
1657,4,"Ariana Grundy","Lester",11,44,100.12
1657,5,"Pink Lloyd","Jordan",9,36,98.41
1657,6,"The Big Short","Luke",8,32,102.72
1657,7,"Surviving J.Kelly","Mark",8,32,95.37
1657,8,"The West Wingard","Simon",8,32,93.6
1658,1,"La MacRaena","Anthony",16,64,106.82
1658,2,"At Witts End","Paul",14,56,102.4
1658,3,"MakingTheirMarcus","James",12,48,102.36
1658,4,"Ariana Grundy","Lester",9,36,99.39
1658,5,"Pink Lloyd","Jordan",9,36,97.99
1658,6,"Surviving J.Kelly","Mark",9,36,96.07
1658,7,"The Big Short","Luke",8,32,101.74
1658,8,"The West Wingard","Simon",7,28,93.69
1659,1,"La MacRaena","Anthony",14,56,104.51
1659,2,"At Witts End","Paul",13,52,101.59
1659,3,"The Big Short","Luke",11,44,103.7
1659,4,"MakingTheirMarcus","James",11,44,102.19
1659,5,"Ariana Grundy","Lester",11,44,99.66
1659,6,"Pink Lloyd","Jordan",10,40,99.72
1659,7,"Surviving J.Kelly","Mark",7,28,95.17
1659,8,"The West Wingard","Simon",7,28,93.82
1660,1,"La MacRaena","Anthony",15,60,105.79
1660,2,"At Witts End","Paul",13,52,102.16
1660,3,"MakingTheirMarcus","James",11,44,101.7
1660,4,"Ariana Grundy","Lester",11,44,99.82
1660,5,"Pink Lloyd","Jordan",10,40,98.92
1660,6,"The Big Short","Luke",9,36,102.97
1660,7,"Surviving J.Kelly","Mark",8,32,96.11
1660,8,"The West Wingard","Simon",7,28,92.93
1661,1,"La MacRaena","Anthony",15,60,105
1661,2,"At Witts End","Paul",14,56,102.48
1661,3,"MakingTheirMarcus","James",12,48,102.75
1661,4,"The Big Short","Luke",10,40,103.08
1661,5,"Ariana Grundy","Lester",10,40,99.57
1661,6,"Pink Lloyd","Jordan",10,40,98.62
1661,7,"The West Wingard","Simon",7,28,93.65
1661,8,"Surviving J.Kelly","Mark",6,24,95.22
1662,1,"La MacRaena","Anthony",15,60,105.36
1662,2,"At Witts End","Paul",13,52,102.64
1662,3,"Ariana Grundy","Lester",11,44,99.89
1662,4,"The Big Short","Luke",10,40,103.33
1662,5,"MakingTheirMarcus","James",10,40,101.35
1662,6,"Pink Lloyd","Jordan",9,36,98.97
1662,7,"The West Wingard","Simon",9,36,93.75
1662,8,"Surviving J.Kelly","Mark",7,28,95.08
1663,1,"La MacRaena","Anthony",14,56,105.74
1663,2,"At Witts End","Paul",13,54,102.41
1663,3,"The Big Short","Luke",11,44,103.75
1663,4,"MakingTheirMarcus","James",10,42,101.68
1663,5,"Ariana Grundy","Lester",10,40,99.35
1663,6,"Pink Lloyd","Jordan",10,40,99.05
1663,7,"The West Wingard","Simon",8,32,93.35
1663,8,"Surviving J.Kelly","Mark",7,28,95.15
1664,1,"La MacRaena","Anthony",15,60,105.96
1664,2,"At Witts End","Paul",15,60,102.95
1664,3,"MakingTheirMarcus","James",10,40,101.45
1664,4,"Ariana Grundy","Lester",10,40,99.7
1664,5,"The Big Short","Luke",9,36,102.12
1664,6,"Surviving J.Kelly","Mark",9,36,96.7
1664,7,"Pink Lloyd","Jordan",8,32,97.33
1664,8,"The West Wingard","Simon",8,32,94.1
1665,1,"La MacRaena","Anthony",15,60,105.69
1665,2,"MakingTheirMarcus","James",13,52,103.44
1665,3,"At Witts End","Paul",13,52,101.34
1665,4,"Pink Lloyd","Jordan",10,40,99.24
1665,5,"The Big Short","Luke",9,36,103.51
1665,6,"Ariana Grundy","Lester",9,36,98.97
1665,7,"Surviving J.Kelly","Mark",8,32,95.49
1665,8,"The West Wingard","Simon",7,28,92.83
1666,1,"La MacRaena","Anthony",15,60,105.82
1666,2,"At Witts End","Paul",14,56,101.98
1666,3,"MakingTheirMarcus","James",12,48,102.44
1666,4,"Ariana Grundy","Lester",10,40,99.97
1666,5,"The Big Short","Luke",9,36,102.91
1666,6,"Pink Lloyd","Jordan",8,32,97.64
1666,7,"Surviving J.Kelly","Mark",8,32,95.25
1666,8,"The West Wingard","Simon",8,32,94.37
1667,1,"La MacRaena","Anthony",13,52,104.56
1667,2,"At Witts End","Paul",13,52,101.39
1667,3,"MakingTheirMarcus","James",12,48,103.29
1667,4,"The Big Short","Luke",10,40,102.97
1667,5,"Ariana Grundy","Lester",10,40,99.48
1667,6,"Pink Lloyd","Jordan",10,40,98.99
1667,7,"Surviving J.Kelly","Mark",8,32,95.89
1667,8,"The West Wingard","Simon",8,32,93.75
1668,1,"La MacRaena","Anthony",16,64,107.43
1668,2,"At Witts End","Paul",15,60,103.28
